R1,R,Z1,Z,L1,L,Energy,Entropy,Slew Rate,Rise Time,Maximum,Minimum,DTW distance
47.0,100.0,50,45,100,40,166.03496533207363,0.5501500652274455,0.5435223496897721,4.857205966795736e-09,3.255343198776245,0.0,378.4691858596494
68.0,100.0,50,45,100,40,151.8863541605242,0.5679882361087089,0.4095448389531337,6.44618061052433e-09,3.1687841415405273,0.0,476.4246464161295
1e-09,150.0,50,45,100,40,195.81418087000202,0.4894292554967073,1.2312348887303965,2.1441887524177205e-09,3.406994342803955,-0.11965005844831467,226.80178111913193
10.0,150.0,50,45,100,40,187.5978199450401,0.4583498938370236,0.9795233854687846,2.6951883325751707e-09,3.303638219833374,-0.0042830826714634895,248.5903519964739
15.0,150.0,50,45,100,40,183.61259890298243,0.49508359860947726,0.8755360091710807,3.0152957415188858e-09,3.29986310005188,-0.0009716356871649623,263.8029367231009
22.0,150.0,50,45,100,40,178.1316427695856,0.5235076375451965,0.7448664754027216,3.5442593903459678e-09,3.2936909198760986,0.0,283.308862465359
33.0,150.0,50,45,100,40,170.04246899432474,0.5491751654439282,0.5988807455972759,4.408223205384696e-09,3.2733707427978516,0.0,386.0405235046074
47.0,150.0,50,45,100,40,160.5700106210861,0.561736173826223,0.48414859068564065,5.452871392770739e-09,3.227865219116211,0.0,396.68003345339014
68.0,150.0,50,45,100,40,147.44242093911453,0.5647141118280402,0.37880126746233184,6.969353660524704e-09,3.1303629875183105,0.0,496.4592108426829
1e-09,1e-09,55,45,100,40,249.11471996347245,0.5994223996682768,1.8653279325351624,1.4153007382524865e-09,4.834683418273926,-1.7352566719055176,691.2562320848328
10.0,1e-09,55,45,100,40,219.85215425956994,0.5652022022818988,1.687271680911922,1.5646561427340232e-09,4.1613078117370605,-0.963841438293457,371.74319605486926
15.0,1e-09,55,45,100,40,211.6653945449798,0.5342917191602605,1.578026136180628,1.672976093025758e-09,3.9029345512390137,-0.6729870438575745,305.52764716267393
22.0,1e-09,55,45,100,40,202.79789225696732,0.4932647587056465,1.4141354562480428,1.8668650081120216e-09,3.601930856704712,-0.3418128490447998,240.52736329658978
33.0,1e-09,55,45,100,40,191.53409880345862,0.4074800688015976,1.143897387852108,2.307899316875894e-09,3.299855947494507,-0.0003500408784020692,221.41990577808366
47.0,1e-09,55,45,100,40,179.29710338648874,0.5290597433918405,0.7557511121161959,3.493213516560598e-09,3.2919092178344727,0.0,291.7986149930448
68.0,1e-09,55,45,100,40,163.59152255063236,0.5655922787869185,0.5149432036457291,5.1267789948661375e-09,3.242816209793091,0.0,410.24562200828336
1e-09,10.0,55,45,100,40,241.75233193091117,0.5944603039123776,1.8295971478288902,1.4429405965858562e-09,4.687673568725586,-1.5863080024719238,606.5526498751095
10.0,10.0,55,45,100,40,217.03783659177134,0.5543624392960718,1.636785496380097,1.6129175178046266e-09,4.067850112915039,-0.8558135628700256,344.99034256199815
15.0,10.0,55,45,100,40,209.4919011597085,0.5363782212234633,1.5257206721340995,1.7303298357407085e-09,3.826718330383301,-0.5869449377059937,293.3933356208646
22.0,10.0,55,45,100,40,201.14161713991052,0.4956453845595973,1.3705608589616192,1.9262187320891012e-09,3.5508813858032227,-0.2783993184566498,232.5030364547585
33.0,10.0,55,45,100,40,190.219367368627,0.4247685547337691,1.09681974562005,2.4069588558579105e-09,3.2996716499328613,-0.0001764285989338532,227.56691236579627
47.0,10.0,55,45,100,40,178.20650555222528,0.5317595386023214,0.7345813879051715,3.5938835961098464e-09,3.2904279232025146,0.0,405.30428563580165
68.0,10.0,55,45,100,40,162.74043446173891,0.564435587382805,0.5051980838714156,5.2256730266458e-09,3.238337755203247,0.0,413.626256134564
1e-09,15.0,55,45,100,40,238.42358132242225,0.5890573229366382,1.812692174338503,1.4563973063785099e-09,4.620949745178223,-1.5053777694702148,567.0011639505176
10.0,15.0,55,45,100,40,215.58972207458282,0.5535687636477036,1.6128430949429304,1.6368610240374403e-09,4.022759914398193,-0.8054075837135315,334.50814917689246
15.0,15.0,55,45,100,40,208.40249703724112,0.5363129016639268,1.4994416600467315,1.7606553628219997e-09,3.791741132736206,-0.5457330346107483,286.85605217685463
22.0,15.0,55,45,100,40,200.31265535180864,0.48197514133313163,1.3486591897690763,1.9574997301223542e-09,3.526125907897949,-0.24921676516532898,229.5967127849101
33.0,15.0,55,45,100,40,189.61891612434556,0.43774734679716093,1.0758883388696274,2.4537862384247907e-09,3.2995710372924805,-0.00012292132305447012,233.50634677722334
47.0,15.0,55,45,100,40,177.66046767064836,0.5328114039853652,0.7236862856213152,3.647989539740204e-09,3.289584159851074,0.0,386.7490554176069
68.0,15.0,55,45,100,40,162.3546239670759,0.5650499679942923,0.5001904152293797,5.277989980654339e-09,3.2359933853149414,0.0,418.6555996589585
1e-09,22.0,55,45,100,40,234.37279139670864,0.5845714939333763,1.7885289826899111,1.476073368422296e-09,4.534484386444092,-1.4007327556610107,525.3332104999886
10.0,22.0,55,45,100,40,213.78605197241995,0.548709709024332,1.5796788760434848,1.6712257409000936e-09,3.961693286895752,-0.7367064952850342,317.8081699552928
15.0,22.0,55,45,100,40,207.02024983165757,0.5305923412348978,1.4635383977601881,1.8038474453695773e-09,3.7412986755371094,-0.49056288599967957,278.5882317612846
22.0,22.0,55,45,100,40,199.20750560231681,0.477385871675643,1.3161714654528371,2.005817683558191e-09,3.4909636974334717,-0.20944422483444214,225.98555786515985
33.0,22.0,55,45,100,40,188.66577988774225,0.44461955077626536,1.0461832569498986,2.5234584691183114e-09,3.2993974685668945,-2.2665255528409034e-05,237.99191029696715
47.0,22.0,55,45,100,40,176.89193043679552,0.5328563860078058,0.7075716384446387,3.731070970853444e-09,3.288297653198242,0.0,376.92321132057435
68.0,22.0,55,45,100,40,161.73535755115154,0.5688217886609387,0.49341910319160154,5.3504211387917236e-09,3.2325491905212402,0.0,423.62525265718966
1e-09,33.0,55,45,100,40,228.93129880685592,0.5780054880150511,1.7475724929727563,1.5106669455005868e-09,4.389791011810303,-1.2445714473724365,456.622314587995
10.0,33.0,55,45,100,40,211.1490289280482,0.5505676276247177,1.5251218533101656,1.7310092267513394e-09,3.8730876445770264,-0.637795090675354,306.4779872276974
15.0,33.0,55,45,100,40,204.83184925979003,0.5245504602061583,1.4129963827934726,1.8683699633970468e-09,3.6731231212615967,-0.4087899327278137,264.29967770589525
22.0,33.0,55,45,100,40,197.51323065975157,0.4652432100223622,1.2600088850219977,2.0952233205513544e-09,3.4403107166290283,-0.16301164031028748,218.8063127583132
33.0,33.0,55,45,100,40,187.2227812782512,0.4673088985015532,0.9946182197872979,2.654284777293313e-09,3.2991275787353516,0.0,256.96724379770484
47.0,33.0,55,45,100,40,175.62017262662266,0.5358472183315002,0.6840732978398426,3.859235564867911e-09,3.2860124111175537,0.0,377.35058046993305
68.0,33.0,55,45,100,40,160.6874207027431,0.5613759912165491,0.4837289369164917,5.4576019719402375e-09,3.2267556190490723,0.0,488.1322578775979
1e-09,47.0,55,45,100,40,223.13403746920812,0.5705886892778783,1.685808325933614,1.5660143323458477e-09,4.240801811218262,-1.0606415271759033,400.04083069026944
10.0,47.0,55,45,100,40,207.95127397832402,0.5406495759689981,1.454625581481394,1.8149000221152564e-09,3.7710328102111816,-0.520111083984375,280.8795792474319
15.0,47.0,55,45,100,40,202.27639652148355,0.5101262831001263,1.356908933078062,1.945598511177406e-09,3.5913166999816895,-0.3134227395057678,253.67733853289025
22.0,47.0,55,45,100,40,195.20956584528903,0.4620305618824833,1.1902455173904882,2.218029777409265e-09,3.3965396881103516,-0.10683193057775497,220.85457179798397
33.0,47.0,55,45,100,40,185.3987896538456,0.473880432964788,0.930182599383378,2.8381524248572986e-09,3.2986040115356445,0.0,241.4921893440485
47.0,47.0,55,45,100,40,173.99852936250682,0.5397419779679288,0.6574143716160739,4.0157321074534466e-09,3.2826409339904785,0.0,349.7382689009618
68.0,47.0,55,45,100,40,159.39610875648214,0.5644765101468967,0.47093902656683045,5.6058212445159505e-09,3.2189793586730957,0.0,429.098616181154
1e-09,68.0,55,45,100,40,216.2420003060106,0.5630328430566777,1.5931399872609278,1.6571048502391366e-09,4.036508083343506,-0.8166834115982056,337.1075750620039
10.0,68.0,55,45,100,40,203.69486719573615,0.5267679862981081,1.3726193094340429,1.923330075466097e-09,3.6329727172851562,-0.3613436818122864,265.12204094415625
15.0,68.0,55,45,100,40,198.5766004963807,0.4831844776202641,1.2576179857788483,2.0992066190632888e-09,3.4808425903320312,-0.20433174073696136,227.23745380930322
22.0,68.0,55,45,100,40,192.0429042456817,0.42157296731304095,1.0979669798452643,2.404443893542275e-09,3.3382720947265625,-0.04285600036382675,204.16648575843246
33.0,68.0,55,45,100,40,182.47419575345702,0.5028702786141617,0.8513641780756127,3.100905661743184e-09,3.297179698944092,0.0,258.02539945919574
47.0,68.0,55,45,100,40,171.52177633761312,0.5421142971587724,0.6202975253376389,4.2560221380264264e-09,3.276460886001587,0.0,325.42973635447356
68.0,68.0,55,45,100,40,157.3801711174383,0.5620677330985215,0.45297505076884126,5.8281355573978935e-09,3.206479787826538,0.0,434.93752915038993
1e-09,100.0,55,45,100,40,207.99907929358596,0.5447926549971881,1.4452553935220889,1.8266667689551513e-09,3.770329475402832,-0.5048299431800842,274.16011190149567
10.0,100.0,55,45,100,40,197.76553017436527,0.49156502217482234,1.2268264656491394,2.151893583908887e-09,3.4665801525115967,-0.18357010185718536,231.24493998588477
15.0,100.0,55,45,100,40,193.27002576119412,0.4457078792544102,1.1141718167770036,2.369472966599355e-09,3.366243600845337,-0.07442919909954071,209.02436316934134
22.0,100.0,55,45,100,40,187.2172674666217,0.41093462763144134,0.9599049709400578,2.7502722456105054e-09,3.3004684448242188,-0.0014241402968764305,213.43229680780502
33.0,100.0,55,45,100,40,178.17298214595212,0.5317519550959039,0.746774079605601,3.535205722986905e-09,3.2930052280426025,0.0,281.7115765469398
47.0,100.0,55,45,100,40,167.84991885288036,0.5468603151259895,0.5704295202988836,4.628091475028745e-09,3.264204263687134,0.0,333.67251150929303
68.0,100.0,55,45,100,40,154.4868837299873,0.570237284063651,0.42709086084526854,6.181354465827471e-09,3.185288429260254,0.0,457.51801388984916
1e-09,150.0,55,45,100,40,197.50817159547296,0.5020757910263708,1.2405644514090035,2.1280635576825943e-09,3.4600181579589844,-0.1739036589860916,230.06320096841065
10.0,150.0,55,45,100,40,189.13122801222926,0.45374981974327566,1.012558488250066,2.607256796160513e-09,3.314467430114746,-0.0160929374396801,241.67580345488466
15.0,150.0,55,45,100,40,185.27030931636546,0.4588324417713829,0.9075725549308623,2.908858344885838e-09,3.3012561798095703,-0.002159623196348548,246.39619156335038
22.0,150.0,55,45,100,40,179.76307731260022,0.51100441046455,0.7745418120402318,3.40846673344327e-09,3.296316623687744,0.0,268.3036746151057
33.0,150.0,55,45,100,40,171.71186073028366,0.5491204848117635,0.6247011825387356,4.226020493944402e-09,3.279045581817627,0.0,316.094621231775
47.0,150.0,55,45,100,40,162.14502807088138,0.5664268731105764,0.5031709716843833,5.246725563604161e-09,3.238111734390259,0.0,383.7369268384658
68.0,150.0,55,45,100,40,149.78937201703957,0.5712601900503561,0.39276723936707286,6.721538192070814e-09,3.147216320037842,0.0,478.08401635359553
1e-09,1e-09,60,45,100,40,259.0313954442536,0.6011686592424265,1.8488035044139457,1.4279505602932401e-09,5.003965377807617,-1.9478470087051392,763.40789600535
10.0,1e-09,60,45,100,40,223.89436082903558,0.5663534312749224,1.6767625838595595,1.574462613498488e-09,4.2683634757995605,-1.0741302967071533,406.20578191328275
15.0,1e-09,60,45,100,40,215.00773073057644,0.5557762874240522,1.5751504105908598,1.6760304173172267e-09,4.002076148986816,-0.7754729986190796,328.42908309991344
22.0,1e-09,60,45,100,40,205.6827668184269,0.5257968328691106,1.4267487887959627,1.8503607788080923e-09,3.697885513305664,-0.43956291675567627,267.0272516876736
33.0,1e-09,60,45,100,40,194.15635676978127,0.43267900207917287,1.1892401636656365,2.2199048439994114e-09,3.3567700386047363,-0.0664048045873642,222.37763918948824
47.0,1e-09,60,45,100,40,181.75276750298508,0.5315718813907748,0.8351198219330737,3.161223013350495e-09,3.295266628265381,0.0,292.55997214441857
68.0,1e-09,60,45,100,40,165.87905804499314,0.5554586551081352,0.5438332042630704,4.854429592208098e-09,3.254018545150757,0.0,393.92253748767314
1e-09,10.0,60,45,100,40,249.14686491683824,0.594839650477128,1.8151837692856732,1.4543981962988328e-09,4.8366289138793945,-1.7460436820983887,660.6649542225695
10.0,10.0,60,45,100,40,220.424780650319,0.5654045084340698,1.6290445134837495,1.620581867560082e-09,4.167425632476807,-0.9570215344429016,370.0869743679679
15.0,10.0,60,45,100,40,212.51716475489957,0.5510260370824057,1.5256977788602455,1.7303557995425415e-09,3.918929100036621,-0.6812925934791565,309.7729751660244
22.0,10.0,60,45,100,40,203.77373743940552,0.524618763674969,1.3843779214414096,1.906993718341911e-09,3.6423888206481934,-0.3677951693534851,262.52599097052575
33.0,10.0,60,45,100,40,192.79507057490264,0.41782377814780053,1.1393783272974711,2.31705302510177e-09,3.3311915397644043,-0.03885472193360329,220.31786488411737
47.0,10.0,60,45,100,40,180.56566375435068,0.5365376161627232,0.7982516765386278,3.3072276295710965e-09,3.2942309379577637,0.0,315.8586961184248
68.0,10.0,60,45,100,40,164.9533771796996,0.5551757351196063,0.5324700070061177,4.958025739034102e-09,3.249835968017578,0.0,403.0520194859868
1e-09,15.0,60,45,100,40,244.98933726135874,0.590851159395702,1.7973497291210512,1.4688293308898907e-09,4.7564287185668945,-1.6516995429992676,617.5426740426266
10.0,15.0,60,45,100,40,218.8741348163603,0.5649101398556258,1.6062150663867818,1.6436155127960177e-09,4.118977069854736,-0.901687502861023,360.29579480966174
15.0,15.0,60,45,100,40,211.3414012683279,0.5506135179419687,1.5005261519926791,1.7593828647998666e-09,3.880788803100586,-0.6362267732620239,303.07028958847843
22.0,15.0,60,45,100,40,202.95041736062558,0.508634631503876,1.3640073954707734,1.9354733770258116e-09,3.610640287399292,-0.336769163608551,255.24044633271444
33.0,15.0,60,45,100,40,192.07995194392424,0.4093312997030075,1.1176218508524653,2.362158540463701e-09,3.3234140872955322,-0.028554176911711693,221.14968062419453
47.0,15.0,60,45,100,40,179.99182944095082,0.5349020583038118,0.782188981553789,3.3751434273028736e-09,3.2935898303985596,0.0,313.2854111652025
68.0,15.0,60,45,100,40,164.4704639147676,0.554416328987795,0.5267041497813822,5.0123014999896576e-09,3.247586488723755,0.0,402.1841026758503
1e-09,22.0,60,45,100,40,239.93186459847493,0.5885082037035537,1.771875272796883,1.4899468605557054e-09,4.650506019592285,-1.5261609554290771,564.4133411393692
10.0,22.0,60,45,100,40,216.8185062600969,0.5625919771017407,1.5742043463770685,1.6770376768910543e-09,4.053323745727539,-0.8271127939224243,346.15153260554143
15.0,22.0,60,45,100,40,209.76446535314608,0.5435855295891392,1.466429811686979,1.8002907326078887e-09,3.8291354179382324,-0.5768458247184753,292.540854151962
22.0,22.0,60,45,100,40,201.6772384649812,0.5119875060414671,1.3342643765429683,1.9786183656046835e-09,3.571321725845337,-0.2991461455821991,248.98138887774257
33.0,22.0,60,45,100,40,191.07943671770045,0.3946086255492617,1.0890011232986654,2.4242399236497053e-09,3.3122074604034424,-0.013957046903669834,225.0801394371247
47.0,22.0,60,45,100,40,179.1781585325225,0.5443588998502915,0.762873385509461,3.460600474660626e-09,3.292590379714966,0.0,310.9986808240094
68.0,22.0,60,45,100,40,163.7687887523498,0.5563108661355671,0.5190189045548912,5.086519926020911e-09,3.2443151473999023,0.0,404.42193820697224
1e-09,33.0,60,45,100,40,233.26924747379962,0.585826109930884,1.7296751833578237,1.5262981312334954e-09,4.509576320648193,-1.3456544876098633,499.8906030055522
10.0,33.0,60,45,100,40,213.82780346357322,0.5552524485826553,1.521787973126026,1.734801461584011e-09,3.9589061737060547,-0.7182828187942505,323.5856630349175
15.0,33.0,60,45,100,40,207.4314977562608,0.5317992252264235,1.4195679564271042,1.8597207608465523e-09,3.7517757415771484,-0.4864251911640167,279.0393843985065
22.0,33.0,60,45,100,40,199.80609522463055,0.503994828853579,1.2820725542209157,2.059165833718563e-09,3.51374888420105,-0.24274180829524994,243.10002141521497
33.0,33.0,60,45,100,40,189.54057168230065,0.3752487422145913,1.0447177718514475,2.5269982679833188e-09,3.299880266189575,-0.000478217814816162,230.08601899529305
47.0,33.0,60,45,100,40,177.9358171916101,0.538862724995343,0.7353706525312793,3.5900263233413522e-09,3.290760040283203,0.0,322.51260372146635
68.0,33.0,60,45,100,40,162.66706381884433,0.5543475823142872,0.5075528084536086,5.2014292030881374e-09,3.2388854026794434,0.0,407.47434593239433
1e-09,47.0,60,45,100,40,226.50951336800063,0.583333677681875,1.667430648286789,1.5832742445465316e-09,4.341379642486572,-1.1423664093017578,435.9086918730993
10.0,47.0,60,45,100,40,210.43774722784292,0.5443856583177523,1.4570097099830221,1.811930271920262e-09,3.8475182056427,-0.5905306339263916,302.19422310328446
15.0,47.0,60,45,100,40,204.6270139999251,0.5219412286056094,1.3657298079939388,1.9330324230660094e-09,3.6593029499053955,-0.3925521969795227,261.94635919942874
22.0,47.0,60,45,100,40,197.4239864921401,0.48591730284891493,1.2150740123649277,2.1727071545721763e-09,3.4595251083374023,-0.17650321125984192,241.57715475320856
33.0,47.0,60,45,100,40,187.52007235889323,0.4290734856140085,0.9817297288128094,2.6891311554683295e-09,3.299670696258545,-0.00034831062657758594,236.27117768079086
47.0,47.0,60,45,100,40,176.236994775536,0.5434979182044981,0.6988755032816262,3.777496832559829e-09,3.287933111190796,0.0,310.9437884035404
68.0,47.0,60,45,100,40,161.26300295127294,0.5572053617841057,0.49294288117908075,5.3555900709739975e-09,3.2314741611480713,0.0,412.56428149514085
1e-09,68.0,60,45,100,40,218.8391761137609,0.5694520653416467,1.5806433225302114,1.6702060245786666e-09,4.114081382751465,-0.8832327723503113,361.8395354986657
10.0,68.0,60,45,100,40,205.87386018178222,0.527088284581549,1.3774349130173549,1.9166059862799026e-09,3.69533109664917,-0.4322707951068878,270.34076128561327
15.0,68.0,60,45,100,40,200.5266708238196,0.5063503864266254,1.271809690240347,2.0757822654276926e-09,3.5454623699188232,-0.271910697221756,252.0355858863222
22.0,68.0,60,45,100,40,193.93476691220712,0.4595879082738307,1.1231044934569785,2.3506272260330217e-09,3.3852336406707764,-0.09704987704753876,231.0089486701155
33.0,68.0,60,45,100,40,184.46206695443834,0.4756507636468098,0.8983825282139863,2.938614584645146e-09,3.2988359928131104,0.0,260.6347207074429
47.0,68.0,60,45,100,40,173.72823890582367,0.5459153830926019,0.654631257120493,4.032804683987272e-09,3.282597064971924,0.0,321.4912983072798
68.0,68.0,60,45,100,40,159.1853617810557,0.5584782298665238,0.47257197740909807,5.586450585737108e-09,3.219508409500122,0.0,421.13381845989704
1e-09,100.0,60,45,100,40,209.91632254663273,0.5526644342177712,1.4423258342025311,1.8303769768220706e-09,3.8283376693725586,-0.5659500360488892,295.2002466563677
10.0,100.0,60,45,100,40,199.47057694480463,0.5109500526605885,1.2382262239074393,2.132082126050455e-09,3.5201029777526855,-0.23920145630836487,248.85755751723747
15.0,100.0,60,45,100,40,194.88106772769243,0.47589668223313325,1.1329558522827419,2.3301878839151433e-09,3.410451889038086,-0.12436634302139282,228.00725666357735
22.0,100.0,60,45,100,40,188.96503206633497,0.43095808946908104,0.9943928163843913,2.6548864357236913e-09,3.3153038024902344,-0.01788402907550335,228.5638701646603
33.0,100.0,60,45,100,40,180.07813196163625,0.5156986206348627,0.7814545004213533,3.3783156902628817e-09,3.295863628387451,0.0,268.1794785739444
47.0,100.0,60,45,100,40,169.74735217445414,0.55608759702008,0.5944274897093104,4.4412481685378045e-09,3.271456718444824,0.0,341.45439642561576
68.0,100.0,60,45,100,40,155.98584468534682,0.5629172663200489,0.44324913980054487,5.956018326821702e-09,3.1988699436187744,0.0,440.6636734416909
1e-09,150.0,60,45,100,40,198.90674707312428,0.5148337982926887,1.2443261427195031,2.1216302618461585e-09,3.507906675338745,-0.22193308174610138,240.61773996363266
10.0,150.0,60,45,100,40,190.7023943203967,0.46967104127072057,1.0367102094325418,2.546516833710977e-09,3.338704824447632,-0.04263073205947876,219.78978029535725
15.0,150.0,60,45,100,40,186.72793089535844,0.4405607545443684,0.9318252172775576,2.833149340724096e-09,3.304990768432617,-0.006183483637869358,227.4867477924291
22.0,150.0,60,45,100,40,181.29645695807994,0.4973702184680314,0.8024915633478531,3.289754211229818e-09,3.2983977794647217,0.0,258.9063917419768
33.0,150.0,60,45,100,40,173.26887302715477,0.5485807339153839,0.6519849169271076,4.049173426346539e-09,3.2838449478149414,0.0,300.2113599493903
47.0,150.0,60,45,100,40,163.8854598695616,0.5669692180486658,0.5212633436791557,5.064618550321377e-09,3.246546983718872,0.0,375.2185931147284
68.0,150.0,60,45,100,40,151.1038192347769,0.5668887403223474,0.4053850070282464,6.51232767425967e-09,3.1612966060638428,0.0,470.08504111194617
1e-09,1e-09,65,45,100,40,269.36174890579423,0.6045280045458099,1.8305326581462908,1.4422031687068753e-09,5.233579158782959,-2.134134292602539,833.1719469868418
10.0,1e-09,65,45,100,40,227.7893145219423,0.5788666876238113,1.661647275251892,1.5887848397908619e-09,4.376705646514893,-1.174543857574463,434.6490928916948
15.0,1e-09,65,45,100,40,218.23404949827818,0.5667689739661225,1.5686137723135858,1.6830146761405778e-09,4.095420837402344,-0.8661224246025085,356.137376296681
22.0,1e-09,65,45,100,40,208.40674608280096,0.5423712584358971,1.4314800426854695,1.844245061948147e-09,3.7854373455047607,-0.5270026922225952,294.35325779494764
33.0,1e-09,65,45,100,40,196.64523165374703,0.46933262976395396,1.2177213772805415,2.167983620272596e-09,3.4298856258392334,-0.14749912917613983,229.82767207195047
47.0,1e-09,65,45,100,40,184.19649450152065,0.4881034650829848,0.9038119339510887,2.9209616523417888e-09,3.297520637512207,0.0,258.4885701963946
68.0,1e-09,65,45,100,40,168.17146786252124,0.5599558494462081,0.5716894992987345,4.617891361024416e-09,3.2632319927215576,0.0,394.35290392334696
1e-09,10.0,65,45,100,40,256.54762225713057,0.5980305724009451,1.7957772882336012,1.4701154855326242e-09,5.005816459655762,-1.8891534805297852,711.1074737498072
10.0,10.0,65,45,100,40,223.8066940662975,0.5750932955179161,1.6175212299162702,1.6321269552280665e-09,4.263146877288818,-1.0454891920089722,404.0483329550425
15.0,10.0,65,45,100,40,215.42916783801047,0.5632982805105791,1.5202181206640293,1.7365929034228661e-09,4.007152557373047,-0.7655490636825562,336.2058372416962
22.0,10.0,65,45,100,40,206.3983686184656,0.533801736454248,1.39203286665193,1.896506945521795e-09,3.720647096633911,-0.45214900374412537,280.7725230133481
33.0,10.0,65,45,100,40,195.04349779708718,0.4614226052363702,1.1696737333547773,2.2570396553474226e-09,3.399940013885498,-0.10794549435377121,234.41312072612223
47.0,10.0,65,45,100,40,182.86318947957625,0.5007518481056101,0.8672222020403351,3.044202505181263e-09,3.296837329864502,0.0,265.31859275888246
68.0,10.0,65,45,100,40,167.1981237905129,0.559178752545419,0.5586922526577283,4.725320581127412e-09,3.2595531940460205,0.0,404.7268457312058
1e-09,15.0,65,45,100,40,251.31132019851066,0.5978275237153562,1.7782337044720142,1.4846192563782596e-09,4.914915561676025,-1.7769646644592285,658.4881509746409
10.0,15.0,65,45,100,40,222.02237914825673,0.5722676313219849,1.5959281949630333,1.6542097622763977e-09,4.2102952003479,-0.9856044054031372,390.5625684279986
15.0,15.0,65,45,100,40,214.10403405752731,0.5578154651512859,1.4965101265003182,1.7641043339772136e-09,3.9653279781341553,-0.7170941233634949,325.4508116521868
22.0,15.0,65,45,100,40,205.41349954328325,0.5312150992163129,1.372273071794452,1.9238153500657164e-09,3.6875851154327393,-0.4210168123245239,277.45948262453413
33.0,15.0,65,45,100,40,194.33002762525575,0.45483864949858716,1.1470821976337502,2.301491563068369e-09,3.382662773132324,-0.09274827688932419,230.98269352761704
47.0,15.0,65,45,100,40,182.2402850848448,0.5072182491797991,0.8479194036490428,3.1135034634644427e-09,3.2963967323303223,0.0,266.86647800066186
68.0,15.0,65,45,100,40,166.68776936512586,0.5667601743050016,0.5522810563404211,4.780174821663134e-09,3.2574706077575684,0.0,414.64774754415265
1e-09,22.0,65,45,100,40,245.21631303286995,0.5983155899059865,1.752848926342665,1.506119529370043e-09,4.795240879058838,-1.6312369108200073,603.3848021056189
10.0,22.0,65,45,100,40,219.7225512645673,0.5685856658833885,1.5645877271928572,1.6873454611181306e-09,4.140708923339844,-0.9062395095825195,369.9086051123143
15.0,22.0,65,45,100,40,212.3762214978342,0.5529138715555498,1.4644396788839118,1.8027372776542175e-09,3.908590316772461,-0.651840090751648,316.72180564621505
22.0,22.0,65,45,100,40,204.08870682331326,0.5307585306090132,1.3436503209313306,1.964796910977645e-09,3.6429824829101562,-0.3783290386199951,271.613278297449
33.0,22.0,65,45,100,40,193.3711502033475,0.44456274992607325,1.1184250660249098,2.3604621178449173e-09,3.3641202449798584,-0.07398729771375656,232.1600622542583
47.0,22.0,65,45,100,40,181.39360236091306,0.5152626151781426,0.8201473198728222,3.218933886669747e-09,3.295684814453125,0.0,269.9512767124049
68.0,22.0,65,45,100,40,165.96952434611012,0.5704423691144388,0.5437277685829265,4.855370927404383e-09,3.2543439865112305,0.0,415.57028344532927
1e-09,33.0,65,45,100,40,237.36538423690945,0.5930133485416158,1.7084401998273124,1.5452691878046702e-09,4.622957229614258,-1.4309382438659668,533.2172868739631
10.0,33.0,65,45,100,40,216.4329941933829,0.5662261033307999,1.513649806694358,1.7441286540150688e-09,4.0376811027526855,-0.7885677814483643,349.55648231840524
15.0,33.0,65,45,100,40,209.80353099275817,0.5473985630315099,1.421591396832329,1.8570737033739781e-09,3.8242685794830322,-0.5658008456230164,299.9573844911627
22.0,33.0,65,45,100,40,202.08619844197528,0.5173524179944302,1.294513418375524,2.03937631122659e-09,3.584446907043457,-0.31647229194641113,261.98797951418226
33.0,33.0,65,45,100,40,191.7678673635237,0.44162792851424815,1.0773769717301804,2.450395793925661e-09,3.3408031463623047,-0.04493289813399315,229.1743764074522
47.0,33.0,65,45,100,40,179.98071655256354,0.5261932564117765,0.7823373652123881,3.3745032736398774e-09,3.2943179607391357,0.0,280.8203811626886
68.0,33.0,65,45,100,40,164.77628150823875,0.569294211741864,0.5301411995550732,4.979805384330907e-09,3.2493832111358643,0.0,425.29231396482055
1e-09,47.0,65,45,100,40,229.7016408192576,0.586068396410599,1.6497231439256455,1.6002685115503156e-09,4.4291462898254395,-1.2156367301940918,463.67416945441624
10.0,47.0,65,45,100,40,212.7258511563923,0.5559575481862075,1.4538891816533115,1.8158192751650335e-09,3.916529655456543,-0.6605220437049866,321.24702506320415
15.0,47.0,65,45,100,40,206.77271095337346,0.5338798482582288,1.3693240157450077,1.9279585909867034e-09,3.7234365940093994,-0.46722912788391113,282.56626073315374
22.0,47.0,65,45,100,40,199.41900575304317,0.5082197936008498,1.2302782954707878,2.145855949600214e-09,3.5251731872558594,-0.24203960597515106,258.8263539071612
33.0,47.0,65,45,100,40,189.58749592457025,0.42970147042511986,1.019932286946792,2.5884071264210538e-09,3.3155598640441895,-0.017347631976008415,232.8264475705828
47.0,47.0,65,45,100,40,178.12467945077515,0.5286863570551017,0.744493176691097,3.5460365288147978e-09,3.292081594467163,0.0,292.26497088342126
68.0,47.0,65,45,100,40,163.20134932357178,0.5663184956439578,0.5146222916568205,5.129975989770187e-09,3.242248296737671,0.0,428.5875714622665
1e-09,68.0,65,45,100,40,221.13142961188714,0.5775145006394705,1.5644613094287867,1.6874818086513828e-09,4.1824951171875,-0.9424919486045837,393.2874708404613
10.0,68.0,65,45,100,40,207.87939547517453,0.5370222015186655,1.378150762304034,1.915610448588635e-09,3.7525696754455566,-0.5005161762237549,290.0271561152397
